NOMBRE DE LA FARMACIA,NOMBRE DE CONTACTO,DIRECCION,DEPARTAMENTO,MUNICIPIO,TELEFONO,CELULAR,NIT
JAEL,,"CALLE HEROES DEL PACIFICO, PASAJE PIRAI NO. 1675, ZONA EL TEJAR DE LA CIUDAD DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,72097171,3447683010
JAIMITO FARMA,ROSMERY ANDREA CORREA HELGUERO,CALLE 50 N° 233 ENTRE CALLE GENERAL MARZANA OROZA Y AV. DEFENSORES DEL CHACO ZONA CHASQUIPAMPA DE LA CIUDAD DE LA PAZ,LA PAZ,LA PAZ,,60698524,4886266018
JAVEL,PAMELA JALDIN VELEZ,"AV. LOS SARGENTOS NO. 134, ZONA EL ROSARIO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,78730114,3993868010
JAZER,ROSARIO PAXI ALIAGA,"AVENIDA JULIO CESAR VALDEZ NO. 2415, ZONA CALAMA, ESQUINA CALLE TOMAS KATARI, A MEDIA CUADRA DE LA PLAZA DE LA CRUZ DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,7054150,3476970010
JAZER I,ZONILDA SANCHEZ AGUILAR,"AVENIDA COCHABAMBA NO. 2094, ZONA VILLA ESTHER DE LA CIUDAD DE EL ALTO - LA PAZ",LA PAZ,EL ALTO,,70514150,3476970010
JAZMAN,,"AV. BUENOS AIRES, NO. 1335, ENTRE CALLE 4 DE MAYO Y LUCIANO ALCOREZA, ZONA SAN PEDRO ALTO, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77733617,8354836014
JEHOVA MEYDEY,NELLY LIMACHI GUTIERREZ,"AVENIDA ESTEBAN ARCE NO. 1714, ZONA SAN ANTONIO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,,3355639014
JESUS OBRERO,MIJAIL PERCY PEÑAFIEL CONDORI,"CALLE 2 NO. 2002, ZONA SAN LUIS TASA, DISTRITO 3 DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,2833949,78813912,196496026
JESUS SALVADOR,,"CALLE MANUEL COSSIO NO. 825, ESQUINA ISSAC SORIA, ZONA LOS ANDES, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2244321,73727411,3344586016
JESUS SANA,SANDRA IRENE VARGAS SALAZAR,"CALLE CENTRAL NO. 23, ZONA VILLA EL CARMEN, FRENTE AL HOSPITAL SAN FRANCISCO DE ASIS DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,,4298310018
JESUS TE SANA,MARISOL CONDORI ARENAS,"AVENIDA COCHABAMBA, N° 1, ZONA SAN LUIS 1RO DE MAYO ENTRE AVENIDA RAUL SALMON Y CALLE 1 DE LA CIUDAD DE EL ALTO.",LA PAZ,EL ALTO,2986381,79569391,2525993018
JHAMDY,GERMAN TICONA MARTINEZ,"AVENIDA JUNIN NO. 15, ZONA VILLA ADELA, PLAN 560, DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,76383866-71997634,6722046011
JHANDY ABC,DANITZA YNGRITH CONDORI CONDORI,"AV. LITORAL NO. 113, ZONA SAN LUIS PAMPA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,77706898-73507573,6753921018
JHOMAR,,CALLE LAMBATE NO. 871 ZONA VILLA FATIMA DEL MUNICIPIO NUESTRA SEÑORA DE LA PAZ,LA PAZ,LA PAZ,,78759950,2473923018
J & I,VERONICA QUISPE MAMANI,"AVENIDA FLORIDA NO. 260, ENTRE CALLE ZONGO Y CALLE LIMA, ZONA MUNAYPATA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,79500689,6125776010
JIREH,ELSA SOCORRO CHUNGARA RECACOCHEA,"AV. BUSCH NO. 1156, EDIF. HAMBURGO, ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2221491,,8343523018
JIREH A&B,EVELYN JIMENEZ ENCINAS,"CALLE RIGOBERTO PAREDES EDIFICIO ELIZABETH I, PISO PB., DEPARTAMENTO/LOCAL/OFICINA SN, NO. 789, ENTRE CALLE COLOMBIA Y ALMIRANTE GRAU, ZONA SAN PEDRO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77282561,6757929017
J&J - 2,BETTY CHOQUE MOLLINEDO,"AVENIDA JORGE CARRASCO, ENTRE CALLES 3 Y 4 NO. 73, EDIFICIO DE 4 PISOS, PISO P/B, DPTO. OF 2 ZONA 12 DE OCTUBRE DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,2840311,73085767,3504017017
J&J - III,ROXANA LUZ MIRANDA GARCIA,"AVENIDA JUAN PABLO II, NO. 2560, EDIF. EL CEIBO, P.B. OF. A-3 ZONA ANEXO 16 DE JULIO DE LA CIUDAD DE EL ALTO DEL DEPARTAMENTO DE LA PAZ",LA PAZ,EL ALTO,,73085767,3555161010
J&J JV,ROCIO ELFY CALDERON ZAMBRANA,"AV. EVADIDOS DEL PARAGUAY, ESQUINA CALLE 4 NO. 25, ZONA VILLA BOLIVAR ""A"" DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,73085767,3555161010
JM PHARMA,,"CALLE K NO.547, ESQUINA CALLEJON F, URBANIZACION SAID-ALTO VILLA VICTORIA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,70574697,6161096017
JOSUE JHAEL,ELIANA AGUILAR FLORES,"CALLE YANACOCHA NO. 780 ESQ. AV. SUCRE, P.B. ZONA CENTRAL DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77513285-76565370,6839797015
JOSUE J&M,JUANA MARIA BLANCO MAMANI,AV. SUCRE NO 1043 ESQUINA AVE NIDA CONCRETEC ZONA URBANIZACION FLOR MERY DE LA CIUDA DE EL ALTO,LA PAZ,EL ALTO,,76702851,6965739019
JOTA,OBED QUIRIJOTA ARUQUIPA,"AVENIDA JULIO CESAR VALDEZ, ESQ. AV. TOPATER, NO. 5185, P.B., ZONA JESUS OBRERO DE LA CIUDAD DE EL ALTO - LA PAZ",LA PAZ,EL ALTO,,79664712,7010630015
JOTA II,ANA MARIA QUISPE APAZA,"AVENIDA ANTOFAGASTA, NO. 1233, ESQUINA CALLE 9, ZONA VILLA DOLORES DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,79664712,6941381011
JOVE,DANIELA LAURA JOVE SALVATIERRA,"AVENIDA ANTOFAGASTA , ESQUINA CALLE 5, NO. 1085,  ZONA VILLA DOLORES DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,60545345,9970499016
JOYA SUD,JACQUELINE JHOVANA MAMANI GUTIERREZ,"AVENIDA FINAL INGAVI NO. 2250, ENTRE LA ESTACION FERROCARRIL Y CALLE S/N, ZONA FERROVIARIA DEL MUNICIPIO DE VIACHA - LA PAZ",LA PAZ,VIACHA,2800791,71958848,6724994014
J. P. J.,JOHNNY CHURATA TOLA,AV. JOSE BALLIVIAN NO. 4551 ZONA BAUTISTA SAAVEDRA DE LA CIUDAD DE EL ALTO,LA PAZ,EL ALTO,,71580431,4918616018
JUAN 3:16,,"AVENIDA BUENOS AIRES, NO. 1416, ENTRE CALLES 3 Y 4 DE MAYO, ZONA VILLA NUEVA POTOSI, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,70648099,4070853018
JUAN JOSE,JUAN CARLOS BITRE MENA,"AVENIDA LAS DELICIAS, EDIFICIO SIN NOMBRE, PISO PB, OFICINA LOCAL 1, NO. 1043, ZONA LAS DELICIAS, FRENTE AL MERCADO LAS DELICIAS DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,70542111,4762911018
JUAN Y TEO,SHIRLEY MARISOL CONDORI CONDORI,"PLAZA DE LA CRUZ NRO. 300 ESQUINA AVENIDA BOLIVIA, ZONA V. CALAMA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,74060835,6025105019
JULIO CESAR,NATIVIDAD CALUSTRO SIACARA,"JULIO CESAR VALDEZ NO. 2124, ESQ. CALLE COBIJA, ZONA SAN PEDRO DE CHARAPAQUI DEL MUNICIPIO DE EL ALTO",LA PAZ,EL ALTO,,79108296,5994809011
JUNIOR,,"CALLE TITO YUPANQUI, ESQUINA RAFAEL BALLIVIAN, NO. 1307, ZONA VILLA COPACABANA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,---,6812623
JUPAPINA,SONIA RAFAEL CHOQUE,"CARRETERA PRINCIPAL RIO ABAJO NO.7 PB., (ENTRE CALLES 3 Y 4), ZONA JUPAPINA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77736559,4961110015
JUST HEALTH,CARLOS ALBERTO ARCE CHUQUIMIA,"AV. HECTOR ORMACHEA NO. 4660, ZONA OBRAJES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77255000,335648026
KAIRI,ROLANDO CALLE MIRANDA,"AVENIDA 6 DE MARZO , NRO. 500, ENTRE AVENIDA UVINAS Y CIRCUNVALACIÓN, ZONA SENKATA 79 DE LA CIUDAD DE EL ALTO.",LA PAZ,EL ALTO,,73540146,9140598012
KAIRI,ROLANDO CALLE MIRANDA,"AVENIDA 6 DE MARZO, N° 500, ENTRE AVENIDA UVINAS Y CIRCUNVALANCIÓN, ZONA SENKATA 79 DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,73540146,9140598012
KAIRI,,"AVENIDA 6 DE MARZO, N° 500, ENTRE AVENIDA UVINAS Y CIRCUNVALANCIÓN, ZONA SENKATA 79 DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,73540146,9140598012
KALIZ,KAREM LIZETH ARANCIBIA BARROSO,"ZONA ACHACHICALA, AVENIDA RAMOS GAVILAN NO. 1981, ENTRE LAS CALLES 7 Y 8 DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2301361,,6724081014
KALOMFARMA,,"CALLE MAX PAREDES NO. 647, P.B., ZONA 14 DE SEPTIEMBRE DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,75200828,3437165018
KALOMFARMA I,CARLOS ROBERTO CANEDO CHAVEZ,"CALLE MAX PAREDES NO. 847, PB. ZONA 14 DE SEPTIEMBRE  DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,67141438,3437165018
KANTUTA,MONICA ROSARIO MAMANI KATUNTA,"AV. SATELITE NO. 112, ENTRE CALLE 4-B Y AV. ARICA, ZONA TEJADA TRIANGULAR DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,,5482034018
KASSANDRA,ERIKA ZOILA MELGAREJO TAZOLA,"CALLE JUAN GUTIERREZ PANIAGUA, EDIFICIO PLANTA BAJA TIENDA 3, N° 787, ESQUINA CALLE PEÑA BLANCO, ZONA CHAMOCO CHICO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77779076,4744811014
KATHERINE,,"AV. LAS AMERICAS NO. 1401, ESQ. C. VIRGEN DEL CARMEN, ZONA VILLA FATIMA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,73732520-76538772,3311677012
KATUNTA,MONICA ROSARIO MAMANI KATUNTA,"CALLE 9, NO. 5, ENTRE CALLE 48 Y CALLEJON C. ZONA VILLA TEJADA TRIANGULAR DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,67094958,5482034018
KAZUKI,LINDAURA JUDITH QUISPE JORGE,"AVENIDA JUAN PABLO II NO. 3950, ZONA VILLA TUNARI DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,70131278,9251867019
KENKO,SANDRA CARMINIA TAQUICHIRI,"AVENIDA KANTUTA NO. 152, ZONA EL KENKO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,22852311,77273614,5472599010
KEREN,ROXANA PATTY MAMANI,"AV. JUAN PABLO II NO. 977, ZONA BRASIL DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,72512328,4956986016
KEVIN-ALEX,VENANCIO CANAVIRI CANAVIRI,"AV. CAQUINGORA, ENTRE CALLE 10 Y CALLE 11, NO. 4115, ZONA COSMOS 79, DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,73516194,6100173015
KIOTO,RIOBANA GLADYS DAVILA ROMERO,"CALLE GENERAL MANUEL ORTIZ, EDIFICIO S/N, OFICINA 1, NO. 894, CALLE 7 ENANOS CASI ESQUINA CALLE GENERAL MANUEL ORTIZ, ZONA VINO TINTO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2291617,74023724,1115731018
KOLLAFARMA,ADELAIDA BRASILISA QUISPE VILLANUEVA,"AV. JUAN PABLO II NO. 24, ZONA MEJILLONES, DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,,5980743017
KOLLITA FARMA II,OSVALDO FRANCO AGUIRRE MERCADO,"AV. 9 DE AGOSTO, NO. 4665 URBANIZACION MERCEDARIO, ESQUINA EL BUEN SAMARITANO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,63187551,4931741017
KOLPING DE STAEL PEÑA,ZULEMA ALVARADO FLORES,"CALLE CONSTANTINO DE MEDINA EDIF. CENTRO DE ESPECIALIDADES PEDRO ADOLFO KOLPING, NO. 250, PISO PB, OFICINA 1, ZONA VILLA DOLORES DE LA CIUDAD DE EL ALTO.",LA PAZ,EL ALTO,,,2354435015
LA AMISTAD,JOEL FABIAN GUTIERREZ BRUNDY,"AV. 6 DE MARZO NO. 1465, ZONA 23 DE MARZO VENTILLA, ENTRE LA CALLE ILLIMANI Y AV. 23 DE MARZO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,65159994,9959575011
LABORATORIO DE FORMULAS MAGISTRALES Y HOMEOPATICAS PHARMARTE S.R.L.,LEIDY PATRICIA ANTEZANA TERCEROS,"AV. BALLIVIAN NO. 1578, EDIFICIO TORRE CESUR, P.B. OF, 1-A, ZONA CALACOTO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2792724,77530122,296752029
LABOREP,LILIANA QUISPE TICONA,"CALLE NANAWA NO. 10, ENTRE CALLE JOSE CHACON Y PLAZA BALLIVIAN, ZONA 16 DE JULIO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,60523217,6020511013
LA CUMBRE,PAULINA PETRONA CHOQUE POMA,"CALLE COSTA RICA, NO. 1324, ENTRE AV. ESTADOS UNIDOS Y AV. BUSCH, ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77287355,2477577013
LA DADIVA,MARIA CRISTINA FLORES ALIAGA,"CALLE COCHABAMBA NO. S/N, PISO P.B., ZONA CENTRAL DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,76587040,6293788016
LA DOSIS,MARIA EUGENIA MACIAS VELASCO,"AVENIDA ALFONSO UGARTE, NO. 150, ZONA BALLIVIAN, ENTRE LA CALLE JOSE CHACON Y CALLE SARGENTO CARRASCO (PLANTA BAJA TIENDA EXTERIOR), DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,2841948,78750351,6892810012
LA ERA,BORIS MAYKO ESPINOZA CRUZ,"CALLE 5 NO. 101, ZONA VILLA DOLORES DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,60660010,6727816019
LA FARMACIA DEL DOCTOR ALIVIO,,"AVENIDA BUSCH, NO. 1599 OFICINA, LOCAL 2, ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,71542422,185228025
LA GLORIETA,EVA OPORTO BARRIGA,"CALLE OTERO DE LA VEGA NO. 435, ENTRE AV. 20 DE OCTUBRE Y CALLEJON FRANCISCO PIZARRO, ZONA SAN PEDRO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,78848883,2715928016
LA GUARDIA,YHANET MARIELA VARGAS QUISPE,"AVENIDA 9 DE AGOSTO, N| 3534, ENTRE CALLE PROLONGACION MIGUEL ANTELO Y CALLE PROLONGACION RAFAEL ULISES PELAEZ, ZONA MERCEDARIO SECTOR 3 DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,73500766,2473683018
LA HOSPITALARIA EL CARMEN,,"AV. SUCRE NO. 802, ZONA LOTES Y SERVICIOS RIO SECO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,2862185,71963533,4250532019
LA IDEAL,EVELYN MAGDA CONDORI CONDORI,PLAZA SIMON BOLIVAR ESQ. ROBORE NO.8 ZONA VILLA ADELA DE LA CIUDAD DE EL ALTO,LA PAZ,EL ALTO,,70110702,6823940011
LA LUZ DE SAN MARTIN,LUZ MARIA CRUZ COPA,"CALLE 7, N° 40, PLANTA BAJA, EXTERIOR LOCAL 1, ESQUINA CALLE E, ZONA SANTA ROSA DE LA CIUDAD DE EL ALTO.",LA PAZ,EL ALTO,,68043090,9930812012
LA MAS BARATA,MARIELA AGUIRRE USNAYO,"AV. BOLIVIA, NO. 40, ENTRE CALLE 7 Y 8, ZONA SAN LUIS TASA, DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,77708992,6129988014
LA NUESTRA,,"AVENIDA SATELITE NO. 386, ENTRE CALLE HERMANOS MORALES Y CALLE JOSE CABALLERO, PLAN 175, ZONA CIUDAD SATELITE DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,78936694,6020576012
LA PAZ I,KAREN NOEMI CHIPANA CHOQUE,AVENIDA LA PAZ NO. 3488 ESQUINA CALLE VICTOR GUTIERREZ ZONA 16 DE JULIO DE LA CIUDAD DE EL ALTO,LA PAZ,EL ALTO,,73039481,9105808011
LA PAZ PHARMA,ANA ROSARIO POCUACA PEREZ,"PLAZA VILLARROEL , ESQUINA LOPERA NO 492  ZONA MIRAFLORES DELA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,,61226089017
LARA,NINOSCA NATIVIDAD LARA ACSAL,"AV. ESCOBAR URIA ESQ. ROGELIO CARRILLO NO. 176, ZONA KUPINI DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,71573509,2601772011
LARA-SOTO,ROSEMARY IGNACIA SOTO LLAPACO,"CALLE LIZARDO TABORGA , NO. 1523, ZONA EL TEJAR DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2380301,78765212,2398679014
"LA SALUD ""CARANAVI""",,"AV. MARISCAL SANTA CRUZ, S/N. ZONA CENTRAL DEL MUNICIPIO DE CARANAVI, DE LA CIUDAD DE LA PAZ",LA PAZ,CARANAVI,,73524238,2258413018
LAS FLORES DEL SUR,NATALIA CHOQUE LUNA,"CALLE 5 NO. 140, ZONA IRPAVI II DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2722330,76538280,4788142010
LAS GEMELAS,PAOLA CHURA ACHO,"CALLE JUAN XXIII NRO. 154  , ZONA VILLA ARMONIA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,77202892,6126323011
LAS ROSAS,NATALY SUSANT CHURATA GUTIERREZ,"AVENIDA BUENOS AIRES NRO. 5004, ESQUINA AVENIDA DAVID TORO  DE LA ZONA FRANZ TAMAYO A, DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,74080656,4746132018
LASSUS,JOVANA SILVIA CASTRO CARDOZO,"AV. BUSCH ESQ. VILLALOBOS EDIF. TORRE C&C NO. 2005, ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,72004748,608164029
LEBEN,DINA LIZ GUTIERREZ ARO,"CALLE NISTHAUS NO. 137, ENTRE AVENIDA JUAN PABLO II Y CALLE VICTOR GUTIERREZ, ZONA 16 DE JULIO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,67155802,6820631013
LEO L.A.,YOVANA CHOQUE CANAVIRI,"CALLE PUCARANI, NO. 2895, ZONA SENKATA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,77743350,9247190011
LEONMAR,SILVIA LOLA FERNANDEZ YUJRA,"AVENIDA ACHOCALLA, NO. 4690, ESQUINA CALLE COSTANERA, ZONA COMPLEMENTO ROSAS PAMPA, DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,60643124-73095168,7015170013
LIDER,IRMA COPA LOPEZ,"AV. SAAVEDRA NO. 2213, LADO IGLESIA DE REMEDIOS, ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,71963222,3693626011
LIFEMEDICAL,,"AV. GUEVARA ARCE, NO 72, URBANIZACION COSMOS 85, FRENTE A LA PLAZA 8 DE MAYO, ZONA VILLA SALOME DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,72000218,3390587019
LILIANA - MANNY,FREDDY LOPEZ MACHICADO,"ZONA JANKO KALANI, CALLE SUDAN, ESQ. AVENIDA AFRICA NO. 1015 DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,63209834,6004749014
LILYALE,,"AVENIDA RAMIRO  CASTILLO N° 234, EDIFICIO S/N PISO PB, OF. 1 , SOBRE LA AVENIDA RAMIRO CASTILLO FRENTE A LA CALLE 6 ZONA VILLA EL CARMEN DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,78976928 - 62329999,12454943010
LILYS,LILIAM PATY GUTIERREZ TROCHE,"AV. NESTOR PORTOCARRERO NO. 1264, ZONA VILLA FRANZ TAMAYO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,71223068,4994930013
LIM-FAR,LIDIA ROSMERY LIMACHI SIRPA,"AVENIDA BUENOS AIRES NO. 5064,ZONA FRANZ TAMAYO ENTRE CALLE PALACIOS Y AVENIDA FRANZ TAMAYO CARRETERA A LAJA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,67046515,8308890017
LIM-FAR SUCURSAL 1,,"AVENIDA BUENOS AIRES, N° 1415, ESQUINA AVENIDA CAJAMARKA, ZONA SAN JOSE DE YUNGUYO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,67046515,8308890017
LIONEL,RUBI MARCIA MONICA ULO CONDO,"AVENIDA BOLIVIA Y CALLE RURRENABAQUE, NO. 20, ZONA AMIGCHACO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,79596796-60141813,4915605012
LIONEL II,ALVARO CARLOS MANCILLA MARCA,"AVENIDA CAMINO A VIACHA, NO. 222 ESQUINA 6 DE MARZO Y CALLE 123, CRUCE VIACHA, ZONA VILLA BOLIVAR B DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,79596796,4915605012
LIRIOS DE AGUA DULCE,,"AV. PERIFERICA, NO. 3804, ESQ. CALLE CLIMACO CALDERON, ZONA VILLA COPERATIVA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,60580555,9959508012
LIZ,ELIZABETH MARIA VASQUEZ,"AV. LAS AMERICAS NO. 530, ZONA VILLA FATIMA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,72525173,1265992017
LIZ-ANDREA,SUSY RINELDA RADA GUAMAN,"AVENIDA CHACALTAYA NO. 1156, PB. ZONA ACHACHICALA FRENTE A LA PLAZA DON BOSCO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2308191,67162550,3413711019
LIZETH PT,LIZETH PINTO TOLA,"AVENIDA ESTRUCTURANTE NO. 1005, ZONA VILLA MERCEDES H, ESQUINA CALLE JULIO CESAR VALDEZ DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,79666375,6985061014
LIZ SUCURSAL 1,,"CALLE NUÑEZ DEL PRADO, NO. 15, ZONA VILLA COPACABANA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,2238563,72525173,1265992017
L & L,LIZZETH KARINA TORREZ CONDORI,"AVENIDA PANORAMICA NRO. 4034, AL FRENTE DE LA CALLE ESCALONA  Y AGÜERO, ZONA ALTO TACAGUA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,77248972,6980202012
LLUVIA DE ESPERANZA,GABRIELA CRUZ CALLE,AVENIDA 23 DE MARZO N° 1165 ENTRE CALLE ANTENA Y CALLE LITORAL ZONA 23 DE MARZO DE LA CIUDAD DE EL ALTO,LA PAZ,EL ALTO,,77231139,11544827017
LORREIN J&L,ELSA LIDIA HUANCHI MAURICIO,"AVENIDA COCHABAMBA, N° 2034, ESQUINA CALLE RAFAEL ULISES PELAEZ COLLAZOS, ZONA SAN LUIS II CHARAPAQUI DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,73749589,9214544014
LOS ANDES,NIRSA WANDA SANCHEZ CUBA,"AVENIDA BUENOS AIRES NO. 787, ENTRE CALLES PEDRO DE LA GASCA Y SEBASTIAN SEGUROLA, ZONA GRAN PODER DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,69999744,9875959012
"LOS ANGELES ""I &X""",XIMENA FATIMA ANDRADE QUISPE,"AV. RAMIRO CASTILLO, EDIF. S/N PISO PLANTA BAJA LOCAL NO. 75, ZONA CHUQUIAGUILLO, CERCA DE LA AVENIDA BICENTENARIO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,62460619,6924120012
LOS DEL NORTE,MARCO DANIEL MAMANI RAMOS,"AV. SUCRE, ZONA TUPAC KATARI, NO. 315, ENTRE CALLES 3 Y 4, FRENTE AL SURTIDOR SAN PABLO II DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,71910124,4951403018
LOS OLIVOS,LAKSMIR FELICIDAD LLAVE YUGAR,"AV. RAMOS GAVILAN NO. 1930, ZONA ACHACHICALA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,72554562,3539076019
LOS OLIVOS SUCURSAL 1,,"CALLE PEDRO MARBAN, EDIF. LAKSMIR, PISO PB, NO. 13 DESVIO DE LA AVENIDA RAMOS GAVILAN, ESQ. DE LA CALLE GRADAS MANUEL ABASTO, ZONA ACHACHICALA, DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,69877048,3539076019
LOS PINOS,NATALY SOLEDAD CASANA PANTOJA,"CALLE 25, NO. 126, ZONA COTA COTA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,71283836,6942677016
LOS REYES,SONIA PATRICIA COLMENAR CONDORI,"AVENIDA RAMOS CASTILLO NO. 200, ESQUINA CALLE SUAPI, PISO PB., TIENDA 1 ZONA CHUQUIAGUILLO DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,64074620,6941168013
LOS TRES ANGELES,JIMENA BELTRAN TICONA,"AV. PANAMERICANA, NRO 2334, ZONA SAN ANTONIO ESQUINA AVENIDA ARGENTINA, ZONA  SAN ANTONIO DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,67033850,11070858010
LOZA,ZULMA MIRIAM YUJRA MAYTA,"AV. 16 DE JULIO NO. 51, ENTRE AV. BELGRANO Y CALLE 7, FRENTE A LA TERMINAL INTERPROVINCIAL, ZONA VILLA ESPERANZA DE LA CIUDAD DE EL ALTO",LA PAZ,EL ALTO,,75877888,6034742016
LOZANIA,FABIANA DANIELA QUISBERT SALVATIERRA,"AV. TEJADA SORZANO NO. 741, ENTRE CALLES CANADA Y PUERTO RICO, EDIFICIO S/N, PISO P.B. OFICINA 2, ZONA MIRAFLORES DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,68013132,7098838019
LR,DANITZA KAREM NAVA VELARDE,"AV. PERU, NO. 311, ZONA CHALLAPAMPA DE LA CIUDAD DE LA PAZ",LA PAZ,LA PAZ,,68049019,4624203015
